# Which MSigDB terms the Metabolic collection is made of.
#
# One term per line: MSigDB systematic id, tab, category. A line beginning "!"
# is a term that was JUDGED AND LEFT OUT on purpose — it is recorded so that
# derive-metabolic.mjs's staleness check can tell "nobody has looked at this
# yet" from "somebody looked and said no", and so the second is arguable in a
# diff rather than invisible.
#
# HOW THIS WAS MADE
#
# Every one of the 15,646 term names in the pathway and ontology collections was
# read and judged against written criteria — the union across human and mouse,
# since they share systematic ids, so each term is decided once. It replaced a
# name-matching vocabulary, which is only ever as good as the correlation
# between what a pathway is called and what it is about. That correlation fails
# exactly where it matters: the vocabulary missed KEGG_PENTOSE_AND_
# GLUCURONATE_INTERCONVERSIONS, a metabolic map with no metabolic word in it;
# REACTOME_COMPLEX_I_BIOGENESIS and REACTOME_MITOCHONDRIAL_BIOGENESIS;
# KEGG_INSULIN_SIGNALING_PATHWAY and KEGG_PPAR_SIGNALING_PATHWAY, whose whole
# subject is metabolic control; and KEGG_TYPE_II_DIABETES_MELLITUS. No
# vocabulary catches those without catching half of signalling with them.
#
# WHAT COUNTS AS METABOLIC
#
# The biochemistry of small molecules — synthesis, breakdown, interconversion —
# energy metabolism, redox and one-carbon, storage and mobilisation, the
# transport of metabolites, the pathways that REGULATE metabolism, metabolic
# disease, metabolic enzyme activities, and the compartments that exist to do
# metabolism. Not: macromolecule turnover, which GO also calls metabolism
# (protein, RNA and DNA metabolic processes, translation, proteasome); the
# top-of-hierarchy terms that cover everything; or signalling and development
# where a metabolite is incidental.
#
# ONE STATEMENT, ONE SET
#
# The library said "oxidative phosphorylation" 60 times over, in 60 sets
# that are the same claim at different resolutions — every electron-transfer
# step, every respiratory complex's assembly, each database's own copy. That is
# 60 rows in a results table for one finding and 60 of the tests the
# Benjamini-Hochberg correction is spread across. The family is consolidated to
# four: Hallmark's and KEGG's oxidative phosphorylation, Reactome's aerobic
# respiration, and mitochondrial biogenesis, which is a different question from
# respiring. Terms whose subject is another family that merely happens in the
# mitochondrion — beta-oxidation, the TCA cycle, iron-sulfur clusters,
# mitochondrial fatty acid synthesis — stay with their own kind.
#
# Ribosomes and translation needed no consolidation: they are macromolecule
# turnover and the criteria never admitted them. The one survivor,
# GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS, is genuine small-molecule
# metabolism and is named for what it is NOT.
#
# 2813 terms included, 428 recorded as deliberately excluded.

GOBP_STEROL_BIOSYNTHETIC_PROCESS	lipid
GOBP_STEROL_HOMEOSTASIS	lipid
GOBP_STEROL_METABOLIC_PROCESS	lipid
GOBP_STEROL_TRANSPORT	transport
GOBP_SUCCINATE_METABOLIC_PROCESS	energy
GOBP_SUCCINATE_TRANSMEMBRANE_TRANSPORT	transport
GOBP_SUCCINYL_COA_BIOSYNTHETIC_PROCESS	energy
GOBP_SUCCINYL_COA_CATABOLIC_PROCESS	energy
GOBP_SUCCINYL_COA_METABOLIC_PROCESS	energy
GOBP_SUGAR_MEDIATED_SIGNALING_PATHWAY	regulation
GOBP_SULFATE_TRANSMEMBRANE_TRANSPORT	transport
GOBP_SULFATION	xenobiotic
GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS	amino-acid
GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS	amino-acid
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS	amino-acid
GOBP_SULFUR_AMINO_ACID_TRANSPORT	transport
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	other
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS	other
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS	other
GOBP_SULFUR_COMPOUND_TRANSPORT	transport
GOBP_SUPEROXIDE_ANION_GENERATION	redox
GOBP_SUPEROXIDE_METABOLIC_PROCESS	redox
GOBP_TERPENOID_BIOSYNTHETIC_PROCESS	lipid
GOBP_TERPENOID_CATABOLIC_PROCESS	lipid
GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS	other
GOBP_TESTOSTERONE_BIOSYNTHETIC_PROCESS	lipid
GOBP_TETRAHYDROBIOPTERIN_BIOSYNTHETIC_PROCESS	cofactor
GOBP_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS	cofactor
GOBP_TETRAHYDROFOLATE_BIOSYNTHETIC_PROCESS	cofactor
GOBP_TETRAHYDROFOLATE_INTERCONVERSION	cofactor
GOBP_TETRAHYDROFOLATE_METABOLIC_PROCESS	cofactor
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	other
GOBP_TETRAPYRROLE_CATABOLIC_PROCESS	other
GOBP_TETRAPYRROLE_METABOLIC_PROCESS	other
GOBP_THIAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	cofactor
GOBP_THIAMINE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	cofactor
GOBP_THIAMINE_TRANSPORT	transport
GOBP_THREONINE_METABOLIC_PROCESS	amino-acid
GOBP_THYROID_HORMONE_GENERATION	other
GOBP_THYROID_HORMONE_METABOLIC_PROCESS	other
GOBP_THYROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	regulation
GOBP_THYROID_HORMONE_TRANSPORT	transport
GOBP_TOR_SIGNALING	regulation
GOBP_TORC1_SIGNALING	regulation
GOBP_TOXIC_METABOLITE_REPAIR	xenobiotic
GOBP_TOXIN_CATABOLIC_PROCESS	xenobiotic
GOBP_TOXIN_METABOLIC_PROCESS	xenobiotic
GOBP_TRANSEPITHELIAL_AMMONIUM_TRANSPORT	transport
GOBP_TRANSFERRIN_TRANSPORT	transport
GOBP_TRANSITION_METAL_ION_TRANSPORT	transport
GOBP_TRANSSULFURATION	amino-acid
GOBP_TRICARBOXYLIC_ACID_CYCLE	energy
GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS	energy
GOBP_TRICARBOXYLIC_ACID_TRANSPORT	transport
GOBP_TRIGLYCERIDE_CATABOLIC_PROCESS	lipid
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS	lipid
GOBP_TRIGLYCERIDE_MOBILIZATION	lipid
GOBP_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_CLEARANCE	lipid
GOBP_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING	lipid
GOBP_TRIGLYCERIDE_STORAGE	storage
GOBP_TRIPEPTIDE_TRANSMEMBRANE_TRANSPORT	transport
GOBP_TRIPEPTIDE_TRANSPORT	transport
GOBP_TRYPTOPHAN_TRANSPORT	transport
GOBP_TYROSINE_METABOLIC_PROCESS	amino-acid
GOBP_UDP_ALPHA_D_GLUCOSE_METABOLIC_PROCESS	carbohydrate
GOBP_UDP_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_UDP_METABOLIC_PROCESS	nucleotide
GOBP_UDP_N_ACETYLGLUCOSAMINE_BIOSYNTHETIC_PROCESS	carbohydrate
GOBP_UDP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	carbohydrate
GOBP_UDP_N_ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORT	transport
GOBP_UMP_CATABOLIC_PROCESS	nucleotide
GOBP_UMP_SALVAGE	nucleotide
GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	lipid
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	lipid
GOBP_URATE_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_URATE_METABOLIC_PROCESS	nucleotide
GOBP_URATE_TRANSPORT	transport
GOBP_UREA_CYCLE	amino-acid
GOBP_UREA_METABOLIC_PROCESS	amino-acid
GOBP_UREA_TRANSMEMBRANE_TRANSPORT	transport
GOBP_UREA_TRANSPORT	transport
GOBP_UTP_BIOSYNTHETIC_PROCESS	nucleotide
GOBP_UTP_METABOLIC_PROCESS	nucleotide
GOBP_VALINE_METABOLIC_PROCESS	amino-acid
GOBP_VERY_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	lipid
GOBP_VERY_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	lipid
GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	lipid
GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY	lipid
GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	lipid
GOBP_VESICLE_MEDIATED_CHOLESTEROL_TRANSPORT	transport
GOBP_VITAMIN_A_METABOLIC_PROCESS	cofactor
GOBP_VITAMIN_B6_METABOLIC_PROCESS	cofactor
GOBP_VITAMIN_BIOSYNTHETIC_PROCESS	cofactor
GOBP_VITAMIN_CATABOLIC_PROCESS	cofactor
GOBP_VITAMIN_D_BIOSYNTHETIC_PROCESS	cofactor
GOBP_VITAMIN_D_METABOLIC_PROCESS	cofactor
GOBP_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY	regulation
GOBP_VITAMIN_D3_METABOLIC_PROCESS	cofactor
GOBP_VITAMIN_E_METABOLIC_PROCESS	cofactor
GOBP_VITAMIN_K_CATABOLIC_PROCESS	cofactor
GOBP_VITAMIN_K_METABOLIC_PROCESS	cofactor
GOBP_VITAMIN_METABOLIC_PROCESS	cofactor
GOBP_VITAMIN_TRANSMEMBRANE_TRANSPORT	transport
GOBP_VITAMIN_TRANSPORT	transport
GOBP_WATER_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	cofactor
GOBP_XENOBIOTIC_CATABOLIC_PROCESS	xenobiotic
GOBP_XENOBIOTIC_DETOXIFICATION_BY_TRANSMEMBRANE_EXPORT_ACROSS_THE_PLASMA_MEMBRANE	xenobiotic
GOBP_XENOBIOTIC_EXPORT_FROM_CELL	xenobiotic
GOBP_XENOBIOTIC_METABOLIC_PROCESS	xenobiotic
GOBP_XENOBIOTIC_TRANSMEMBRANE_TRANSPORT	xenobiotic
GOBP_XENOBIOTIC_TRANSPORT	xenobiotic
GOBP_XENOBIOTIC_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER	xenobiotic
GOBP_XMP_METABOLIC_PROCESS	nucleotide
GOBP_ZINC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	transport
GOBP_ZINC_ION_IMPORT_INTO_ORGANELLE	transport
GOBP_ZINC_ION_TRANSPORT	transport
GOBP_ZYMOSTEROL_METABOLIC_PROCESS	lipid
GOCC_ALPHA_KETOACID_DEHYDROGENASE_COMPLEX	enzyme
GOCC_ATP_BINDING_CASSETTE_ABC_TRANSPORTER_COMPLEX	transport
GOCC_CHYLOMICRON	lipid
GOCC_CYTOCHROME_COMPLEX	energy
GOCC_CYTOSOLIC_4FE_4S_ASSEMBLY_TARGETING_COMPLEX	cofactor
GOCC_GLYCOGEN_GRANULE	storage
GOCC_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	lipid
GOCC_INSULIN_RESPONSIVE_COMPARTMENT	regulation
GOCC_INTERMEDIATE_DENSITY_LIPOPROTEIN_PARTICLE	lipid
GOCC_IRON_SULFUR_CLUSTER_ASSEMBLY_COMPLEX	cofactor
GOCC_LIPID_DROPLET	storage
GOCC_LOW_DENSITY_LIPOPROTEIN_PARTICLE	lipid
GOCC_MICROBODY	compartment
GOCC_MICROBODY_LUMEN	compartment
GOCC_MICROBODY_MEMBRANE	compartment
GOCC_NADH_DEHYDROGENASE_COMPLEX	energy
GOCC_NUCLEOTIDE_ACTIVATED_PROTEIN_KINASE_COMPLEX	regulation
GOCC_OXIDOREDUCTASE_COMPLEX	enzyme
GOCC_OXOGLUTARATE_DEHYDROGENASE_COMPLEX	energy
GOCC_PHOSPHOLIPID_TRANSLOCATING_ATPASE_COMPLEX	lipid
GOCC_PHOSPHORYLASE_KINASE_COMPLEX	regulation
GOCC_PYRUVATE_DEHYDROGENASE_COMPLEX	energy
GOCC_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX	nucleotide
GOCC_SERINE_PALMITOYLTRANSFERASE_COMPLEX	lipid
GOCC_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	lipid
GOCC_SREBP_SCAP_INSIG_COMPLEX	regulation
GOCC_SULFURTRANSFERASE_COMPLEX	cofactor
GOCC_TOR_COMPLEX	regulation
GOCC_TORC1_COMPLEX	regulation
GOCC_TRICARBOXYLIC_ACID_CYCLE_HETEROMERIC_ENZYME_COMPLEX	energy
GOCC_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE	lipid
GOCC_UBIQUINONE_BIOSYNTHESIS_COMPLEX	cofactor
GOMF_1_4_ALPHA_OLIGOGLUCAN_PHOSPHORYLASE_ACTIVITY	carbohydrate
GOMF_1_ACYLGLYCEROL_3_PHOSPHATE_O_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_1_ACYLGLYCEROPHOSPHOCHOLINE_O_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_1_ALKYL_2_ACETYLGLYCEROPHOSPHOCHOLINE_ESTERASE_ACTIVITY	lipid
GOMF_1_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	lipid
GOMF_1_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_ACTIVITY	lipid
GOMF_1_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_3_KINASE_ACTIVITY	lipid
GOMF_1_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_5_KINASE_ACTIVITY	lipid
GOMF_15_HYDROXYPROSTAGLANDIN_D_DEHYDROGENASE_NADPPLUS_ACTIVITY	lipid
GOMF_16_HYDROXYPALMITATE_DEHYDROGENASE_ACTIVITY	lipid
GOMF_17_BETA_HYDROXYSTEROID_DEHYDROGENASE_NADPLUS_ACTIVITY	lipid
GOMF_17_BETA_HYDROXYSTEROID_DEHYDROGENASE_NADPPLUS_ACTIVITY	lipid
GOMF_2_ACYLGLYCEROL_3_PHOSPHATE_O_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_2_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_2_IRON_2_SULFUR_CLUSTER_BINDING	cofactor
GOMF_2_OXOGLUTARATE_DEPENDENT_DIOXYGENASE_ACTIVITY	enzyme
GOMF_3_BETA_HYDROXY_DELTA5_STEROID_DEHYDROGENASE_NADPLUS_ACTIVITY	lipid
GOMF_3_BETA_HYDROXYSTEROID_3_DEHYDROGENASE_NADPPLUS_ACTIVITY	lipid
GOMF_3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY	xenobiotic
GOMF_3_HYDROXYACYL_COA_DEHYDRATASE_ACTIVITY	lipid
GOMF_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING	cofactor
GOMF_3S_3_HYDROXYACYL_COA_DEHYDROGENASE_NADPLUS_ACTIVITY	lipid
GOMF_4_IRON_4_SULFUR_CLUSTER_BINDING	cofactor
GOMF_5_ALPHA_ANDROSTANE_3_BETA_17_BETA_DIOL_DEHYDROGENASE_NADPPLUS_ACTIVITY	lipid
GOMF_ABC_TYPE_GLUTATHIONE_S_CONJUGATE_TRANSPORTER_ACTIVITY	xenobiotic
GOMF_ABC_TYPE_TRANSPORTER_ACTIVITY	transport
GOMF_ABC_TYPE_XENOBIOTIC_TRANSPORTER_ACTIVITY	xenobiotic
GOMF_ACETYL_COA_BINDING	cofactor
GOMF_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_ACETYL_COA_HYDROLASE_ACTIVITY	energy
GOMF_ACETYLESTERASE_ACTIVITY	enzyme
GOMF_ACID_AMINO_ACID_LIGASE_ACTIVITY	amino-acid
GOMF_ACID_PHOSPHATASE_ACTIVITY	enzyme
GOMF_ACID_THIOL_LIGASE_ACTIVITY	lipid
GOMF_ACIDIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_ACYL_COA_BINDING	lipid
GOMF_ACYL_COA_DESATURASE_ACTIVITY	lipid
GOMF_ACYL_COA_HYDROLASE_ACTIVITY	lipid
GOMF_ACYL_COA_OXIDASE_ACTIVITY	lipid
GOMF_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_ACYLTRANSFERASE_ACTIVITY_ACYL_GROUPS_CONVERTED_INTO_ALKYL_ON_TRANSFER	lipid
GOMF_ADENINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	nucleotide
GOMF_ADENOSINE_DEAMINASE_ACTIVITY	nucleotide
GOMF_ADP_PHOSPHATASE_ACTIVITY	nucleotide
GOMF_ADP_RIBOSE_DIPHOSPHATASE_ACTIVITY	nucleotide
GOMF_ADP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	energy
GOMF_ALANINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_ALCOHOL_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	redox
GOMF_ALCOHOL_DEHYDROGENASE_NADPLUS_ACTIVITY	redox
GOMF_ALCOHOL_DEHYDROGENASE_NADPPLUS_ACTIVITY	redox
GOMF_ALCOHOL_SULFOTRANSFERASE_ACTIVITY	xenobiotic
GOMF_ALCOHOL_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	xenobiotic
GOMF_ALDEHYDE_LYASE_ACTIVITY	enzyme
GOMF_ALDEHYDE_OXIDASE_ACTIVITY	xenobiotic
GOMF_ALDOSE_REDUCTASE_NADPH_ACTIVITY	carbohydrate
GOMF_ALKALINE_PHOSPHATASE_ACTIVITY	enzyme
GOMF_ALKANE_1_MONOOXYGENASE_ACTIVITY	xenobiotic
GOMF_ALKYLGLYCEROPHOSPHOETHANOLAMINE_PHOSPHODIESTERASE_ACTIVITY	lipid
GOMF_ALL_TRANS_RETINOL_DEHYDROGENASE_NADPPLUS_ACTIVITY	other
GOMF_ALL_TRANS_RETINYL_PALMITATE_HYDROLASE_ALL_TRANS_RETINOL_FORMING_ACTIVITY	other
GOMF_ALPHA_1_4_GLUCOSIDASE_ACTIVITY	carbohydrate
GOMF_ALPHA_AMYLASE_ACTIVITY	carbohydrate
GOMF_ALPHA_GLUCOSIDASE_ACTIVITY	carbohydrate
GOMF_ALPHA_KETOGLUTARATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	energy
GOMF_AMIDINE_LYASE_ACTIVITY	amino-acid
GOMF_AMINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_AMINO_ACID_BETAINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_AMINO_ACID_MONOATOMIC_CATION_ANTIPORTER_ACTIVITY	amino-acid
GOMF_AMINO_ACID_MONOATOMIC_CATION_SYMPORTER_ACTIVITY	amino-acid
GOMF_AMINO_ACID_PROTON_SYMPORTER_ACTIVITY	amino-acid
GOMF_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY	amino-acid
GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_AMINOACYLASE_ACTIVITY	amino-acid
GOMF_AMINOPHOSPHOLIPID_FLIPPASE_ACTIVITY	lipid
GOMF_AMMONIA_LYASE_ACTIVITY	enzyme
GOMF_AMMONIUM_CHANNEL_ACTIVITY	transport
GOMF_AMP_ACTIVATED_PROTEIN_KINASE_ACTIVITY	regulation
GOMF_AMP_KINASE_ACTIVITY	regulation
GOMF_AMYLASE_ACTIVITY	carbohydrate
GOMF_ANANDAMIDE_EPOXIDASE_ACTIVITY	lipid
GOMF_ANDROSTAN_3_ALPHA_17_BETA_DIOL_DEHYDROGENASE_NADPLUS_ACTIVITY	lipid
GOMF_ANDROSTERONE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	lipid
GOMF_ANTIOXIDANT_ACTIVITY	redox
GOMF_ARACHIDONATE_11_12_EPOXYGENASE_ACTIVITY	lipid
GOMF_ARACHIDONATE_12_S_LIPOXYGENASE_ACTIVITY	lipid
GOMF_ARACHIDONATE_14_15_EPOXYGENASE_ACTIVITY	lipid
GOMF_ARACHIDONATE_COA_LIGASE_ACTIVITY	lipid
GOMF_ARACHIDONATE_MONOOXYGENASE_ACTIVITY	lipid
GOMF_ARACHIDONATE_OMEGA_HYDROXYLASE_ACTIVITY	lipid
GOMF_AROMATASE_ACTIVITY	lipid
GOMF_AROMATIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_ARYL_SULFOTRANSFERASE_ACTIVITY	xenobiotic
GOMF_ARYLESTERASE_ACTIVITY	enzyme
GOMF_ARYLSULFATASE_ACTIVITY	enzyme
GOMF_ATP_ADP_ANTIPORTER_ACTIVITY	energy
GOMF_ATP_DEPENDENT_DIACYLGLYCEROL_KINASE_ACTIVITY	lipid
GOMF_ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	energy
GOMF_ATPASE_COUPLED_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	lipid
GOMF_ATPASE_COUPLED_LIPID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	lipid
GOMF_AZOLE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	xenobiotic
GOMF_BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_BENZALDEHYDE_DEHYDROGENASE_NADPLUS_ACTIVITY	xenobiotic
GOMF_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY	carbohydrate
GOMF_BETA_GALACTOSIDASE_ACTIVITY	carbohydrate
GOMF_BETA_GALACTOSIDE_CMP_ALPHA_2_3_SIALYLTRANSFERASE_ACTIVITY	carbohydrate
GOMF_BETA_GLUCOSIDASE_ACTIVITY	carbohydrate
GOMF_BETA_N_ACETYLHEXOSAMINIDASE_ACTIVITY	carbohydrate
GOMF_BILE_ACID_SODIUM_SYMPORTER_ACTIVITY	transport
GOMF_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_BILE_SALT_SULFOTRANSFERASE_ACTIVITY	lipid
GOMF_BIS_5_ADENOSYL_PENTAPHOSPHATASE_ACTIVITY	nucleotide
GOMF_BRANCHED_CHAIN_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	amino-acid
GOMF_C_ACETYLTRANSFERASE_ACTIVITY	lipid
GOMF_C_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_C_PALMITOYLTRANSFERASE_ACTIVITY	lipid
GOMF_CARBOHYDRATE_DERIVATIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	carbohydrate
GOMF_CARBOHYDRATE_KINASE_ACTIVITY	carbohydrate
GOMF_CARBOHYDRATE_MONOATOMIC_CATION_SYMPORTER_ACTIVITY	carbohydrate
GOMF_CARBOHYDRATE_PHOSPHATASE_ACTIVITY	carbohydrate
GOMF_CARBOHYDRATE_PROTON_SYMPORTER_ACTIVITY	carbohydrate
GOMF_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	carbohydrate
GOMF_CARBON_CARBON_LYASE_ACTIVITY	enzyme
GOMF_CARBON_DIOXIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR	enzyme
GOMF_CARBON_NITROGEN_LYASE_ACTIVITY	enzyme
GOMF_CARBON_OXYGEN_LYASE_ACTIVITY	enzyme
GOMF_CARBON_SULFUR_LYASE_ACTIVITY	enzyme
GOMF_CARBONATE_DEHYDRATASE_ACTIVITY	enzyme
GOMF_CARBONYL_REDUCTASE_NADPH_ACTIVITY	redox
GOMF_CARBOXY_LYASE_ACTIVITY	enzyme
GOMF_CARBOXYLESTERASE_ACTIVITY	enzyme
GOMF_CARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY	enzyme
GOMF_CARNITINE_O_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_CARNITINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	lipid
GOMF_CDP_ALCOHOL_PHOSPHATIDYLTRANSFERASE_ACTIVITY	lipid
GOMF_CERAMIDE_1_PHOSPHATE_TRANSFER_ACTIVITY	lipid
GOMF_CERAMIDE_TRANSFER_ACTIVITY	lipid
GOMF_CHITINASE_ACTIVITY	carbohydrate
GOMF_CHOLESTEROL_TRANSFER_ACTIVITY	lipid
GOMF_CHOLINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	lipid
GOMF_COA_LIGASE_ACTIVITY	lipid
GOMF_COA_TRANSFERASE_ACTIVITY	lipid
GOMF_COBALAMIN_BINDING	cofactor
GOMF_COENZYME_A_BINDING	cofactor
GOMF_COENZYME_A_DIPHOSPHATASE_ACTIVITY	cofactor
GOMF_COPPER_CHAPERONE_ACTIVITY	transport
GOMF_COPPER_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_CREATINE_KINASE_ACTIVITY	energy
GOMF_CYCLOHYDROLASE_ACTIVITY	cofactor
GOMF_CYTIDINE_DEAMINASE_ACTIVITY	nucleotide
GOMF_CYTIDYLYLTRANSFERASE_ACTIVITY	nucleotide
GOMF_CYTOCHROME_B5_REDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H	redox
GOMF_CYTOCHROME_B5_REDUCTASE_ACTIVITY_ACTING_ON_NADH	redox
GOMF_CYTOCHROME_C_OXIDASE_ACTIVITY	energy
GOMF_D_GLUCOSE_SODIUM_SYMPORTER_ACTIVITY	carbohydrate
GOMF_DCMP_KINASE_ACTIVITY	nucleotide
GOMF_DEHYDROASCORBIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	cofactor
GOMF_DELTA_3_DELTA_2_ENOYL_COA_ISOMERASE_ACTIVITY	lipid
GOMF_DEOXYNUCLEOSIDE_KINASE_ACTIVITY	nucleotide
GOMF_DEOXYNUCLEOSIDE_PHOSPHATE_KINASE_ACTIVITY_ATP_AS_PHOSPHATE_DONOR	nucleotide
GOMF_DIACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	lipid
GOMF_DIAMINE_OXIDASE_ACTIVITY	amino-acid
GOMF_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	transport
GOMF_DIHYDROPYRIMIDINASE_ACTIVITY	nucleotide
GOMF_DINUCLEOTIDE_PHOSPHATASE_ACTIVITY	nucleotide
GOMF_DIOXYGENASE_ACTIVITY	enzyme
GOMF_DISULFIDE_OXIDOREDUCTASE_ACTIVITY	redox
GOMF_ELECTRON_TRANSFER_ACTIVITY	energy
GOMF_ENDOPOLYPHOSPHATASE_ACTIVITY	energy
GOMF_ENONE_REDUCTASE_ACTIVITY	redox
GOMF_ENOYL_COA_HYDRATASE_ACTIVITY	lipid
GOMF_EPOXIDE_HYDROLASE_ACTIVITY	xenobiotic
GOMF_ESTRADIOL_17_BETA_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY	lipid
GOMF_ESTROGEN_16_ALPHA_HYDROXYLASE_ACTIVITY	lipid
GOMF_ESTROGEN_2_HYDROXYLASE_ACTIVITY	lipid
GOMF_FAD_BINDING	cofactor
GOMF_FATTY_ACID_ELONGASE_ACTIVITY	lipid
GOMF_FATTY_ACID_OMEGA_1_HYDROXYLASE_ACTIVITY	lipid
GOMF_FATTY_ACID_OMEGA_HYDROXYLASE_ACTIVITY	lipid
GOMF_FATTY_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	lipid
